id_pago,id_alumno,mes_pagado,fecha_pago,monto,estatus
53,A0008,2024-10,2024-10-03,550,pagado
54,A0008,2024-11,,550,atrasado
55,A0008,2024-12,2024-12-09,550,pagado
56,A0008,2025-01,2025-01-01,550,pagado
57,A0008,2025-02,2025-02-07,550,pagado
58,A0008,2025-03,,550,atrasado
59,A0009,2024-04,2024-04-06,550,pagado
60,A0009,2024-05,2024-05-04,550,pagado
61,A0009,2024-06,2024-06-02,550,pagado
62,A0010,2025-05,2025-05-08,550,pagado
63,A0010,2025-06,2025-06-04,550,pagado
64,A0010,2025-07,,550,atrasado
65,A0010,2025-08,2025-08-07,550,pagado
66,A0011,2025-02,,550,atrasado
67,A0011,2025-03,,550,pendiente
68,A0011,2025-04,2025-04-11,550,pagado
69,A0011,2025-05,2025-05-01,550,pagado
70,A0011,2025-06,2025-06-10,550,pagado
71,A0011,2025-07,2025-07-01,550,pagado
72,A0011,2025-08,2025-08-10,550,pagado
73,A0012,2024-11,2024-11-05,550,pagado
74,A0012,2024-12,2024-12-01,550,pagado
75,A0012,2025-01,2025-01-03,550,pagado
76,A0012,2025-02,2025-02-01,550,pagado
77,A0012,2025-03,,550,atrasado
78,A0012,2025-04,2025-04-02,550,pagado
79,A0012,2025-05,2025-05-03,550,pagado
80,A0012,2025-06,2025-06-08,550,pagado
81,A0012,2025-07,,550,atrasado
82,A0012,2025-08,2025-08-05,550,pagado
83,A0013,2024-07,2024-07-07,550,pagado
84,A0013,2024-08,2024-08-06,550,pagado
85,A0013,2024-09,2024-09-03,550,pagado
86,A0013,2024-10,2024-10-05,550,pagado
87,A0013,2024-11,,550,atrasado
88,A0013,2024-12,2024-12-08,550,pagado
89,A0013,2025-01,2025-01-06,550,pagado
90,A0013,2025-02,2025-02-01,550,pagado
91,A0013,2025-03,2025-03-04,550,pagado
92,A0013,2025-04,,550,atrasado
93,A0013,2025-05,2025-05-03,550,pagado
94,A0013,2025-06,2025-06-06,550,pagado
95,A0013,2025-07,2025-07-03,550,pagado
96,A0013,2025-08,2025-08-08,550,pagado
97,A0014,2024-06,2024-06-05,550,pagado
98,A0014,2024-07,,550,atrasado
99,A0014,2024-08,2024-08-08,550,pagado
100,A0014,2024-09,2024-09-03,550,pagado
101,A0014,2024-10,2024-10-07,550,pagado
102,A0014,2024-11,2024-11-07,550,pagado
103,A0014,2024-12,,550,pendiente
104,A0014,2025-01,2025-01-01,550,pagado
105,A0014,2025-02,,550,pendiente
106,A0014,2025-03,2025-03-01,550,pagado
107,A0014,2025-04,2025-04-04,550,pagado
108,A0014,2025-05,,550,atrasado
109,A0014,2025-06,2025-06-07,550,pagado
110,A0014,2025-07,2025-07-01,550,pagado
111,A0014,2025-08,2025-08-05,550,pagado
112,A0015,2024-06,2024-06-02,550,pagado
113,A0015,2024-07,2024-07-04,550,pagado
114,A0015,2024-08,2024-08-09,550,pagado
115,A0015,2024-09,2024-09-05,550,pagado
116,A0015,2024-10,2024-10-05,550,pagado
117,A0015,2024-11,2024-11-04,550,pagado
118,A0015,2024-12,2024-12-07,550,pagado
119,A0015,2025-01,2025-01-02,550,pagado
120,A0015,2025-02,2025-02-09,550,pagado
121,A0015,2025-03,2025-03-04,550,pagado
122,A0015,2025-04,2025-04-10,550,pagado
123,A0015,2025-05,2025-05-03,550,pagado
124,A0015,2025-06,2025-06-03,550,pagado
125,A0015,2025-07,2025-07-05,550,pagado
126,A0015,2025-08,2025-08-03,550,pagado
127,A0016,2024-07,2024-07-10,550,pagado
128,A0016,2024-08,,550,atrasado
129,A0016,2024-09,2024-09-07,550,pagado
130,A0016,2024-10,2024-10-05,550,pagado
131,A0016,2024-11,2024-11-04,550,pagado
132,A0016,2024-12,,550,atrasado
133,A0016,2025-01,2025-01-01,550,pagado
134,A0016,2025-02,2025-02-11,550,pagado
135,A0016,2025-03,,550,atrasado
136,A0016,2025-04,,550,atrasado
137,A0016,2025-05,2025-05-06,550,pagado
138,A0017,2024-09,2024-09-04,550,pagado
139,A0017,2024-10,2024-10-01,550,pagado
140,A0017,2024-11,2024-11-01,550,pagado
141,A0017,2024-12,,550,atrasado
142,A0017,2025-01,2025-01-04,550,pagado
143,A0017,2025-02,2025-02-05,550,pagado
144,A0017,2025-03,2025-03-02,550,pagado
145,A0017,2025-04,2025-04-05,550,pagado
146,A0017,2025-05,2025-05-06,550,pagado
147,A0017,2025-06,2025-06-02,550,pagado
148,A0017,2025-07,,550,atrasado
149,A0017,2025-08,,550,atrasado
150,A0018,2024-07,2024-07-03,550,pagado
151,A0018,2024-08,2024-08-06,550,pagado
152,A0018,2024-09,2024-09-10,550,pagado
153,A0018,2024-10,2024-10-06,550,pagado
154,A0018,2024-11,,550,atrasado
155,A0018,2024-12,,550,atrasado
156,A0018,2025-01,2025-01-02,550,pagado
157,A0018,2025-02,2025-02-03,550,pagado
158,A0018,2025-03,2025-03-10,550,pagado
159,A0018,2025-04,,550,atrasado
160,A0019,2025-06,2025-06-11,550,pagado
161,A0019,2025-07,2025-07-04,550,pagado
162,A0019,2025-08,2025-08-02,550,pagado
163,A0020,2024-11,,550,atrasado
164,A0020,2024-12,2024-12-06,550,pagado
165,A0020,2025-01,2025-01-08,550,pagado
166,A0020,2025-02,2025-02-04,550,pagado
167,A0020,2025-03,2025-03-03,550,pagado
168,A0020,2025-04,,550,atrasado
169,A0020,2025-05,2025-05-09,550,pagado
170,A0020,2025-06,2025-06-09,550,pagado
171,A0020,2025-07,2025-07-06,550,pagado
172,A0020,2025-08,2025-08-02,550,pagado
173,A0021,2024-05,2024-05-02,550,pagado
174,A0021,2024-06,2024-06-09,550,pagado
175,A0021,2024-07,2024-07-09,550,pagado
176,A0021,2024-08,2024-08-03,550,pagado
177,A0021,2024-09,2024-09-03,550,pagado
178,A0021,2024-10,2024-10-10,550,pagado
179,A0021,2024-11,,550,atrasado
180,A0021,2024-12,2024-12-04,550,pagado
181,A0021,2025-01,2025-01-07,550,pagado
182,A0021,2025-02,2025-02-09,550,pagado
183,A0021,2025-03,2025-03-02,550,pagado
184,A0021,2025-04,2025-04-09,550,pagado
185,A0021,2025-05,2025-05-07,550,pagado
186,A0021,2025-06,2025-06-05,550,pagado
187,A0021,2025-07,2025-07-01,550,pagado
188,A0021,2025-08,2025-08-04,550,pagado
189,A0022,2024-12,2024-12-01,550,pagado
190,A0022,2025-01,2025-01-09,550,pagado
191,A0023,2025-03,2025-03-09,550,pagado
192,A0023,2025-04,2025-04-04,550,pagado
193,A0023,2025-05,2025-05-05,550,pagado
194,A0023,2025-06,2025-06-03,550,pagado
195,A0023,2025-07,2025-07-09,550,pagado
196,A0023,2025-08,2025-08-01,550,pagado
197,A0024,2024-07,2024-07-05,550,pagado
198,A0024,2024-08,2024-08-05,550,pagado
199,A0024,2024-09,2024-09-01,550,pagado
200,A0024,2024-10,2024-10-04,550,pagado
201,A0024,2024-11,2024-11-04,550,pagado
202,A0024,2024-12,2024-12-01,550,pagado
203,A0024,2025-01,2025-01-11,550,pagado
204,A0024,2025-02,2025-02-06,550,pagado
205,A0024,2025-03,2025-03-09,550,pagado
206,A0024,2025-04,2025-04-03,550,pagado
207,A0024,2025-05,2025-05-10,550,pagado
208,A0024,2025-06,2025-06-01,550,pagado
209,A0024,2025-07,2025-07-01,550,pagado
210,A0024,2025-08,2025-08-04,550,pagado
211,A0025,2025-05,2025-05-05,550,pagado
212,A0025,2025-06,2025-06-01,550,pagado
213,A0025,2025-07,2025-07-10,550,pagado
214,A0025,2025-08,,550,atrasado
215,A0026,2024-11,2024-11-07,550,pagado
216,A0026,2024-12,2024-12-05,550,pagado
217,A0026,2025-01,2025-01-11,550,pagado
218,A0026,2025-02,2025-02-04,550,pagado
219,A0026,2025-03,2025-03-04,550,pagado
220,A0026,2025-04,2025-04-04,550,pagado
221,A0026,2025-05,2025-05-07,550,pagado
222,A0026,2025-06,2025-06-04,550,pagado
223,A0026,2025-07,2025-07-07,550,pagado
224,A0026,2025-08,2025-08-08,550,pagado
225,A0027,2025-05,,550,atrasado
226,A0027,2025-06,2025-06-03,550,pagado
227,A0027,2025-07,2025-07-03,550,pagado
228,A0027,2025-08,2025-08-08,550,pagado
229,A0028,2024-09,2024-09-03,550,pagado
230,A0028,2024-10,2024-10-01,550,pagado
231,A0028,2024-11,2024-11-03,550,pagado
232,A0028,2024-12,2024-12-11,550,pagado
233,A0028,2025-01,2025-01-02,550,pagado
234,A0028,2025-02,,550,pendiente
235,A0028,2025-03,2025-03-08,550,pagado
236,A0028,2025-04,2025-04-07,550,pagado
237,A0028,2025-05,,550,atrasado
238,A0028,2025-06,2025-06-01,550,pagado
239,A0028,2025-07,2025-07-07,550,pagado
240,A0028,2025-08,2025-08-02,550,pagado
241,A0029,2025-06,2025-06-11,550,pagado
242,A0030,2025-06,2025-06-03,550,pagado
243,A0030,2025-07,,550,atrasado
244,A0031,2025-02,,550,atrasado
245,A0031,2025-03,,550,pendiente
246,A0031,2025-04,2025-04-01,550,pagado
247,A0031,2025-05,2025-05-01,550,pagado
248,A0031,2025-06,2025-06-02,550,pagado
249,A0031,2025-07,2025-07-06,550,pagado
250,A0031,2025-08,2025-08-02,550,pagado
251,A0032,2024-11,2024-11-08,550,pagado
252,A0032,2024-12,2024-12-08,550,pagado
253,A0032,2025-01,2025-01-05,550,pagado
254,A0032,2025-02,2025-02-03,550,pagado
255,A0032,2025-03,2025-03-09,550,pagado
256,A0032,2025-04,2025-04-11,550,pagado
257,A0032,2025-05,2025-05-01,550,pagado
258,A0032,2025-06,2025-06-02,550,pagado
259,A0032,2025-07,2025-07-02,550,pagado
260,A0032,2025-08,2025-08-07,550,pagado
261,A0033,2025-06,,550,pendiente
262,A0033,2025-07,2025-07-01,550,pagado
263,A0033,2025-08,2025-08-07,550,pagado
264,A0034,2025-03,,550,pendiente
265,A0034,2025-04,2025-04-04,550,pagado
266,A0034,2025-05,2025-05-11,550,pagado
267,A0034,2025-06,2025-06-02,550,pagado
268,A0034,2025-07,2025-07-02,550,pagado
269,A0034,2025-08,2025-08-05,550,pagado
270,A0035,2024-09,2024-09-10,550,pagado
271,A0035,2024-10,2024-10-06,550,pagado
272,A0035,2024-11,2024-11-02,550,pagado
273,A0035,2024-12,2024-12-10,550,pagado
274,A0035,2025-01,2025-01-07,550,pagado
275,A0035,2025-02,2025-02-10,550,pagado
276,A0035,2025-03,2025-03-07,550,pagado
277,A0035,2025-04,2025-04-11,550,pagado
278,A0035,2025-05,2025-05-10,550,pagado
279,A0035,2025-06,2025-06-06,550,pagado
280,A0035,2025-07,2025-07-05,550,pagado
281,A0035,2025-08,2025-08-11,550,pagado
282,A0036,2024-07,2024-07-05,550,pagado
283,A0036,2024-08,2024-08-02,550,pagado
284,A0036,2024-09,2024-09-03,550,pagado
285,A0036,2024-10,2024-10-03,550,pagado
286,A0036,2024-11,,550,pendiente
287,A0036,2024-12,2024-12-08,550,pagado
288,A0036,2025-01,2025-01-02,550,pagado
289,A0037,2024-03,2024-03-05,550,pagado
290,A0037,2024-04,,550,atrasado
291,A0037,2024-05,,550,pendiente
292,A0037,2024-06,,550,atrasado
293,A0037,2024-07,2024-07-06,550,pagado
294,A0037,2024-08,,550,pendiente
295,A0037,2024-09,2024-09-07,550,pagado
296,A0037,2024-10,2024-10-11,550,pagado
297,A0037,2024-11,2024-11-11,550,pagado
298,A0037,2024-12,2024-12-07,550,pagado
299,A0037,2025-01,2025-01-08,550,pagado
300,A0037,2025-02,2025-02-08,550,pagado
301,A0037,2025-03,2025-03-04,550,pagado
302,A0037,2025-04,2025-04-10,550,pagado
303,A0037,2025-05,2025-05-09,550,pagado
304,A0037,2025-06,2025-06-04,550,pagado
305,A0038,2024-07,2024-07-04,550,pagado
306,A0038,2024-08,2024-08-04,550,pagado
307,A0038,2024-09,2024-09-01,550,pagado
308,A0038,2024-10,2024-10-08,550,pagado
309,A0038,2024-11,2024-11-02,550,pagado
310,A0038,2024-12,,550,atrasado
311,A0038,2025-01,2025-01-03,550,pagado
312,A0038,2025-02,2025-02-03,550,pagado
313,A0038,2025-03,2025-03-09,550,pagado
314,A0038,2025-04,2025-04-07,550,pagado
315,A0038,2025-05,2025-05-04,550,pagado
316,A0038,2025-06,,550,atrasado
317,A0038,2025-07,,550,pendiente
318,A0038,2025-08,2025-08-03,550,pagado
319,A0039,2025-03,2025-03-01,550,pagado
320,A0039,2025-04,2025-04-07,550,pagado
321,A0039,2025-05,2025-05-02,550,pagado
322,A0039,2025-06,2025-06-02,550,pagado
323,A0039,2025-07,2025-07-10,550,pagado
324,A0039,2025-08,2025-08-01,550,pagado
325,A0040,2024-07,,550,pendiente
326,A0040,2024-08,,550,pendiente
327,A0040,2024-09,2024-09-01,550,pagado
328,A0040,2024-10,2024-10-07,550,pagado
329,A0040,2024-11,,550,pendiente
330,A0040,2024-12,2024-12-03,550,pagado
331,A0040,2025-01,2025-01-05,550,pagado
332,A0040,2025-02,2025-02-06,550,pagado
333,A0040,2025-03,2025-03-11,550,pagado
334,A0040,2025-04,2025-04-05,550,pagado
335,A0040,2025-05,,550,atrasado
336,A0040,2025-06,,550,atrasado
337,A0040,2025-07,2025-07-10,550,pagado
338,A0040,2025-08,2025-08-09,550,pagado
339,A0041,2024-04,,550,atrasado
340,A0041,2024-05,2024-05-07,550,pagado
341,A0041,2024-06,2024-06-08,550,pagado
342,A0041,2024-07,2024-07-05,550,pagado
343,A0041,2024-08,2024-08-09,550,pagado
344,A0041,2024-09,,550,pendiente
345,A0041,2024-10,,550,atrasado
346,A0041,2024-11,2024-11-05,550,pagado
347,A0041,2024-12,2024-12-09,550,pagado
348,A0042,2024-03,2024-03-03,550,pagado
349,A0042,2024-04,2024-04-07,550,pagado
350,A0042,2024-05,2024-05-04,550,pagado
351,A0042,2024-06,2024-06-09,550,pagado
352,A0042,2024-07,2024-07-02,550,pagado
353,A0042,2024-08,2024-08-08,550,pagado
354,A0042,2024-09,2024-09-11,550,pagado
355,A0042,2024-10,2024-10-07,550,pagado
356,A0042,2024-11,2024-11-06,550,pagado
357,A0042,2024-12,2024-12-04,550,pagado
358,A0042,2025-01,2025-01-02,550,pagado
359,A0042,2025-02,,550,atrasado
360,A0042,2025-03,2025-03-06,550,pagado
361,A0042,2025-04,,550,atrasado
362,A0042,2025-05,2025-05-09,550,pagado
363,A0042,2025-06,,550,atrasado
364,A0042,2025-07,2025-07-01,550,pagado
365,A0042,2025-08,2025-08-05,550,pagado
366,A0043,2024-04,2024-04-04,550,pagado
367,A0043,2024-05,2024-05-01,550,pagado
368,A0043,2024-06,2024-06-02,550,pagado
369,A0043,2024-07,2024-07-10,550,pagado
370,A0043,2024-08,,550,atrasado
371,A0043,2024-09,2024-09-08,550,pagado
372,A0043,2024-10,,550,atrasado
373,A0043,2024-11,2024-11-05,550,pagado
374,A0043,2024-12,,550,atrasado
375,A0043,2025-01,2025-01-05,550,pagado
376,A0043,2025-02,2025-02-09,550,pagado
377,A0043,2025-03,2025-03-07,550,pagado
378,A0043,2025-04,2025-04-03,550,pagado
379,A0043,2025-05,2025-05-02,550,pagado
380,A0043,2025-06,2025-06-09,550,pagado
381,A0043,2025-07,,550,atrasado
382,A0043,2025-08,2025-08-03,550,pagado
383,A0044,2024-07,,550,atrasado
384,A0044,2024-08,2024-08-08,550,pagado
385,A0044,2024-09,2024-09-01,550,pagado
386,A0045,2024-07,2024-07-03,550,pagado
387,A0045,2024-08,2024-08-02,550,pagado
388,A0045,2024-09,2024-09-02,550,pagado
389,A0045,2024-10,2024-10-04,550,pagado
390,A0045,2024-11,2024-11-11,550,pagado
391,A0045,2024-12,2024-12-03,550,pagado
392,A0045,2025-01,2025-01-09,550,pagado
393,A0045,2025-02,2025-02-10,550,pagado
394,A0045,2025-03,2025-03-06,550,pagado
395,A0045,2025-04,2025-04-03,550,pagado
396,A0045,2025-05,2025-05-06,550,pagado
397,A0045,2025-06,2025-06-07,550,pagado
398,A0045,2025-07,,550,atrasado
399,A0045,2025-08,2025-08-11,550,pagado
400,A0046,2024-04,2024-04-04,550,pagado
401,A0046,2024-05,2024-05-10,550,pagado
402,A0046,2024-06,,550,atrasado
403,A0046,2024-07,,550,atrasado
404,A0046,2024-08,2024-08-08,550,pagado
405,A0046,2024-09,,550,atrasado
406,A0046,2024-10,,550,atrasado
407,A0046,2024-11,2024-11-05,550,pagado
408,A0046,2024-12,2024-12-02,550,pagado
409,A0046,2025-01,2025-01-08,550,pagado
410,A0046,2025-02,,550,pendiente
411,A0046,2025-03,2025-03-03,550,pagado
412,A0046,2025-04,,550,atrasado
413,A0046,2025-05,2025-05-06,550,pagado
414,A0046,2025-06,,550,atrasado
415,A0046,2025-07,,550,atrasado
416,A0047,2024-05,2024-05-05,550,pagado
417,A0047,2024-06,2024-06-05,550,pagado
418,A0047,2024-07,2024-07-08,550,pagado
419,A0047,2024-08,2024-08-03,550,pagado
420,A0047,2024-09,2024-09-10,550,pagado
421,A0047,2024-10,2024-10-06,550,pagado
422,A0047,2024-11,2024-11-07,550,pagado
423,A0047,2024-12,2024-12-10,550,pagado
424,A0047,2025-01,2025-01-03,550,pagado
425,A0047,2025-02,2025-02-09,550,pagado
426,A0047,2025-03,2025-03-06,550,pagado
427,A0047,2025-04,2025-04-11,550,pagado
428,A0047,2025-05,2025-05-08,550,pagado
429,A0047,2025-06,2025-06-11,550,pagado
430,A0047,2025-07,,550,atrasado
431,A0047,2025-08,2025-08-01,550,pagado
432,A0048,2025-06,2025-06-04,550,pagado
433,A0049,2025-04,2025-04-09,550,pagado
434,A0049,2025-05,,550,atrasado
435,A0049,2025-06,2025-06-05,550,pagado
436,A0049,2025-07,2025-07-10,550,pagado
437,A0049,2025-08,2025-08-02,550,pagado
438,A0050,2024-06,2024-06-08,550,pagado
439,A0050,2024-07,2024-07-06,550,pagado
440,A0050,2024-08,2024-08-11,550,pagado
441,A0050,2024-09,2024-09-08,550,pagado
442,A0050,2024-10,,550,atrasado
443,A0050,2024-11,2024-11-02,550,pagado
444,A0050,2024-12,2024-12-07,550,pagado
445,A0050,2025-01,2025-01-04,550,pagado
446,A0050,2025-02,2025-02-02,550,pagado
447,A0050,2025-03,2025-03-10,550,pagado
448,A0050,2025-04,2025-04-08,550,pagado
449,A0050,2025-05,,550,atrasado
450,A0050,2025-06,2025-06-09,550,pagado
451,A0050,2025-07,2025-07-08,550,pagado
452,A0050,2025-08,,550,pendiente
453,A0051,2025-03,2025-03-10,550,pagado
454,A0051,2025-04,,550,atrasado
455,A0051,2025-05,2025-05-07,550,pagado
456,A0051,2025-06,,550,atrasado
457,A0051,2025-07,2025-07-07,550,pagado
458,A0051,2025-08,2025-08-04,550,pagado
459,A0052,2024-03,,550,atrasado
460,A0052,2024-04,2024-04-11,550,pagado
461,A0052,2024-05,2024-05-05,550,pagado
462,A0052,2024-06,2024-06-02,550,pagado
463,A0052,2024-07,,550,pendiente
464,A0052,2024-08,2024-08-02,550,pagado
465,A0052,2024-09,2024-09-08,550,pagado
466,A0052,2024-10,2024-10-09,550,pagado
467,A0052,2024-11,2024-11-05,550,pagado
468,A0052,2024-12,2024-12-01,550,pagado
469,A0052,2025-01,,550,atrasado
470,A0052,2025-02,2025-02-06,550,pagado
471,A0052,2025-03,2025-03-05,550,pagado
472,A0052,2025-04,2025-04-06,550,pagado
473,A0052,2025-05,2025-05-08,550,pagado
474,A0052,2025-06,2025-06-03,550,pagado
475,A0052,2025-07,2025-07-07,550,pagado
476,A0052,2025-08,2025-08-10,550,pagado
477,A0053,2024-05,2024-05-01,550,pagado
478,A0053,2024-06,2024-06-10,550,pagado
479,A0053,2024-07,,550,atrasado
480,A0053,2024-08,2024-08-10,550,pagado
481,A0053,2024-09,2024-09-06,550,pagado
482,A0053,2024-10,2024-10-06,550,pagado
483,A0053,2024-11,,550,atrasado
484,A0053,2024-12,2024-12-03,550,pagado
485,A0053,2025-01,2025-01-06,550,pagado
486,A0053,2025-02,,550,atrasado
487,A0053,2025-03,2025-03-07,550,pagado
488,A0053,2025-04,,550,atrasado
489,A0053,2025-05,2025-05-08,550,pagado
490,A0053,2025-06,2025-06-03,550,pagado
491,A0053,2025-07,2025-07-11,550,pagado
492,A0053,2025-08,2025-08-02,550,pagado
493,A0054,2025-02,,550,atrasado
494,A0054,2025-03,2025-03-04,550,pagado
495,A0054,2025-04,2025-04-09,550,pagado
496,A0054,2025-05,2025-05-10,550,pagado
497,A0054,2025-06,2025-06-06,550,pagado
498,A0054,2025-07,2025-07-04,550,pagado
499,A0054,2025-08,2025-08-10,550,pagado
500,A0055,2024-07,2024-07-06,550,pagado
501,A0055,2024-08,2024-08-01,550,pagado
502,A0055,2024-09,2024-09-05,550,pagado
503,A0055,2024-10,2024-10-02,550,pagado
504,A0055,2024-11,2024-11-11,550,pagado
505,A0055,2024-12,2024-12-07,550,pagado
506,A0055,2025-01,2025-01-06,550,pagado
507,A0055,2025-02,2025-02-07,550,pagado
508,A0055,2025-03,2025-03-06,550,pagado
509,A0055,2025-04,,550,atrasado
510,A0055,2025-05,2025-05-07,550,pagado
511,A0055,2025-06,2025-06-09,550,pagado
512,A0055,2025-07,2025-07-09,550,pagado
513,A0055,2025-08,2025-08-05,550,pagado
514,A0056,2024-10,2024-10-11,550,pagado
515,A0056,2024-11,2024-11-05,550,pagado
516,A0056,2024-12,2024-12-02,550,pagado
517,A0056,2025-01,2025-01-02,550,pagado
518,A0056,2025-02,,550,atrasado
519,A0056,2025-03,,550,atrasado
520,A0056,2025-04,2025-04-02,550,pagado
521,A0056,2025-05,2025-05-10,550,pagado
522,A0056,2025-06,2025-06-02,550,pagado
523,A0056,2025-07,2025-07-09,550,pagado
524,A0056,2025-08,2025-08-01,550,pagado
525,A0057,2025-06,2025-06-07,550,pagado
526,A0057,2025-07,2025-07-08,550,pagado
527,A0057,2025-08,2025-08-02,550,pagado
528,A0058,2024-07,2024-07-08,550,pagado
529,A0058,2024-08,2024-08-06,550,pagado
530,A0058,2024-09,2024-09-08,550,pagado
531,A0058,2024-10,2024-10-11,550,pagado
532,A0058,2024-11,2024-11-07,550,pagado
533,A0058,2024-12,,550,atrasado
534,A0058,2025-01,2025-01-04,550,pagado
535,A0058,2025-02,2025-02-05,550,pagado
536,A0058,2025-03,2025-03-05,550,pagado
537,A0058,2025-04,2025-04-07,550,pagado
538,A0058,2025-05,2025-05-01,550,pagado
539,A0058,2025-06,2025-06-07,550,pagado
540,A0058,2025-07,,550,atrasado
541,A0058,2025-08,,550,atrasado
542,A0059,2024-08,2024-08-09,550,pagado
543,A0059,2024-09,2024-09-10,550,pagado
544,A0059,2024-10,2024-10-03,550,pagado
545,A0059,2024-11,2024-11-07,550,pagado
546,A0059,2024-12,2024-12-07,550,pagado
547,A0059,2025-01,2025-01-11,550,pagado
548,A0059,2025-02,2025-02-01,550,pagado
549,A0059,2025-03,2025-03-10,550,pagado
550,A0059,2025-04,2025-04-11,550,pagado
551,A0059,2025-05,2025-05-03,550,pagado
552,A0059,2025-06,2025-06-06,550,pagado
553,A0059,2025-07,2025-07-07,550,pagado
554,A0059,2025-08,2025-08-03,550,pagado
555,A0060,2024-03,2024-03-11,550,pagado
556,A0060,2024-04,2024-04-07,550,pagado
557,A0060,2024-05,2024-05-11,550,pagado
558,A0060,2024-06,2024-06-09,550,pagado
559,A0060,2024-07,2024-07-06,550,pagado
560,A0060,2024-08,2024-08-02,550,pagado
561,A0060,2024-09,,550,atrasado
562,A0060,2024-10,,550,atrasado
563,A0060,2024-11,2024-11-03,550,pagado
564,A0060,2024-12,,550,atrasado
565,A0060,2025-01,2025-01-02,550,pagado
566,A0060,2025-02,2025-02-01,550,pagado
567,A0060,2025-03,2025-03-03,550,pagado
568,A0060,2025-04,2025-04-11,550,pagado
569,A0060,2025-05,2025-05-06,550,pagado
570,A0060,2025-06,2025-06-11,550,pagado
571,A0060,2025-07,2025-07-05,550,pagado
572,A0060,2025-08,2025-08-04,550,pagado
573,A0061,2024-04,2024-04-07,550,pagado
574,A0061,2024-05,2024-05-11,550,pagado
575,A0061,2024-06,,550,atrasado
576,A0061,2024-07,,550,atrasado
577,A0061,2024-08,,550,pendiente
578,A0061,2024-09,,550,atrasado
579,A0061,2024-10,2024-10-02,550,pagado
580,A0061,2024-11,,550,atrasado
581,A0061,2024-12,2024-12-02,550,pagado
582,A0061,2025-01,,550,atrasado
583,A0061,2025-02,2025-02-03,550,pagado
584,A0061,2025-03,,550,atrasado
585,A0061,2025-04,2025-04-06,550,pagado
586,A0061,2025-05,2025-05-04,550,pagado
587,A0061,2025-06,2025-06-08,550,pagado
588,A0061,2025-07,2025-07-07,550,pagado
589,A0061,2025-08,,550,atrasado
590,A0062,2025-06,2025-06-02,550,pagado
591,A0062,2025-07,2025-07-07,550,pagado
592,A0062,2025-08,2025-08-06,550,pagado
593,A0063,2024-09,2024-09-08,550,pagado
594,A0063,2024-10,2024-10-03,550,pagado
595,A0063,2024-11,,550,atrasado
596,A0063,2024-12,2024-12-11,550,pagado
597,A0063,2025-01,2025-01-10,550,pagado
598,A0063,2025-02,2025-02-02,550,pagado
599,A0063,2025-03,2025-03-06,550,pagado
600,A0063,2025-04,2025-04-10,550,pagado
601,A0063,2025-05,2025-05-01,550,pagado
602,A0063,2025-06,,550,atrasado
603,A0064,2024-11,2024-11-02,550,pagado
